# 100
5.73139 4.50216 5.68983 2.52004 4.37577 3.59485 0.25341 0.77586 8.59939 3.19867 1.91674 6.90285 7.53323 1.24629 8.55517 8.44392 3.30124 7.39766 7.85491 8.33205 5.80564 6.42223 6.68632 8.43840 8.04746 3.05736 4.10599 3.36376 7.05931 1.35959 7.43895 7.58985 7.62127 6.42322 2.95844 6.90670 8.47558 0.27782 8.18830 3.72415 4.80945 8.57633 3.10968 8.84782 2.10047 2.58305 4.30392 0.79428 1.24462 4.91785 1.42090 7.52843 6.20814 1.08630 6.12400 8.36762 5.80326 5.58848 2.30797 1.11979 4.74605 7.91285 7.09644 3.25939 0.28273 2.53054 4.17196 3.11799 4.02359 7.23306 3.82370 4.43636 4.99454 8.80231 6.54480 6.28799 0.29834 2.67663 5.66634 6.37312 7.06191 1.80738 8.72246 7.94807 4.06102 4.42039 3.66189 5.36569 6.22537 7.79056 7.07018 6.84038 8.90068 7.80190 4.05626 2.17003 4.12810 2.66965 6.46851 1.85878
2.10182 8.10090 5.71661 7.30581 3.06926 1.79356 4.73293 6.22756 4.01794 6.67624 0.81365 3.34680 7.83506 0.90668 3.37611 5.32294 7.46324 8.62509 6.45776 6.80421 2.74974 3.14902 6.81575 4.29672 5.25195 4.11472 8.10198 0.77988 1.67910 0.88180 3.35234 8.51556 8.30526 2.89101 2.60120 4.88637 7.28857 1.39855 8.01212 4.44283 3.86879 1.27185 5.41964 1.03236 8.63820 6.26808 6.39131 1.75251 8.33160 2.72072 8.59776 6.80841 5.61939 8.32163 1.88891 1.55654 2.76503 0.97463 3.88906 4.63319 6.67980 6.68934 2.15075 0.73741 2.72972 6.95538 5.25984 4.97098 4.25178 5.83827 7.18431 2.64368 2.48596 2.91331 3.71275 0.68417 0.65102 3.43212 0.99401 1.07570 4.59166 3.25989 7.78975 2.06943 1.33342 5.69496 5.08059 8.23162 8.24196 3.30861 3.34817 2.75081 0.97242 7.27761 5.32936 2.67449 8.94421 0.53699 2.84533 2.20772
4.62422 1.57999 7.89555 5.47625 2.98112 0.39690 6.01977 3.72812 4.04748 7.51259 0.56411 6.53731 1.37849 3.82984 8.08720 4.29622 4.92429 7.38755 0.15439 5.61904 7.26688 8.35546 5.55771 2.95773 5.25802 5.51493 6.19381 0.46363 4.52006 1.47969 1.00086 3.37309 2.32595 0.30461 0.74436 1.43275 4.26587 2.62122 8.75333 8.38293 8.00008 5.09455 0.74424 5.16414 7.32914 3.61353 8.79301 2.33922 6.90048 4.20046 0.73602 3.66939 1.65073 4.82521 8.09852 2.93298 2.58290 3.70947 3.22294 8.05442 5.05428 5.21403 0.30069 1.33387 2.19028 1.87853 6.97838 7.35783 4.74189 6.22187 5.17771 4.85246 2.76618 4.38237 3.39591 1.80021 0.96689 8.77806 2.39267 8.19135 2.83047 4.30028 3.77163 0.86558 3.24160 5.07994 4.30675 0.82844 8.39905 6.58124 0.64634 0.78285 0.93887 4.58440 8.15785 3.57486 5.30564 6.84065 6.25315 8.32292
6.01083 7.14152 8.32518 3.13562 0.00538 8.27461 3.28378 7.18916 4.09486 0.14048 6.07732 4.97127 0.17848 3.13476 8.57487 7.42075 3.61270 3.03848 6.92232 2.71819 5.43024 6.91368 7.26973 5.65721 6.96883 5.21972 4.18795 0.03662 0.57464 3.27399 2.55298 1.62308 4.74867 7.10572 0.95139 8.48743 8.67404 2.40362 1.51489 4.64551 5.56911 6.62482 8.74915 1.47414 4.68398 5.68828 2.83229 3.23781 6.38731 3.27192 7.36909 4.86585 6.52953 8.99400 4.83893 6.28288 2.24219 4.45588 3.83396 0.49780 2.18483 1.90740 2.48626 8.78340 8.03597 7.89444 4.10524 2.53117 0.44087 3.75369 1.78751 5.82431 8.50556 8.34045 3.99577 0.91886 5.85012 3.31503 3.52797 0.77226 0.67402 3.27497 7.56628 4.41548 1.94338 6.56730 0.45873 2.91770 2.43716 8.62772 6.25943 1.53797 5.98106 8.58232 2.81097 4.43254 8.29469 5.08803 1.62731 7.05590
7.68383 6.09636 7.29613 2.60288 6.02440 1.27483 5.43479 3.99400 7.22750 7.34630 2.19898 0.85603 8.50656 0.57043 1.79960 1.97603 4.81369 7.31986 1.32370 1.44610 8.75464 5.58520 8.39641 4.78324 5.13038 5.21603 8.25155 0.47574 4.37291 8.84110 4.57624 3.64317 0.70092 3.24486 1.51325 2.71736 8.84080 5.45888 8.86142 1.78506 0.08776 5.46150 6.00305 5.79644 0.94664 0.16035 1.30139 6.53708 3.00286 2.81614 8.24728 2.79349 1.02558 7.27401 2.25472 0.85129 3.57271 3.92499 0.29212 5.22079 8.86470 4.83832 2.71113 5.57461 4.45303 0.64625 3.23978 3.82829 3.05076 0.65915 8.18090 1.36473 3.42610 8.12252 7.12777 1.04687 0.19242 0.85301 8.87375 7.62674 3.88745 1.67245 4.39609 4.96127 6.10862 4.46456 7.16086 8.71465 0.80675 1.52850 5.85160 0.70579 4.00727 6.16853 6.28447 0.36587 6.48669 1.26914 1.03960 4.00750
1.43037 1.36704 3.40671 6.25919 1.33510 4.92235 1.77043 0.07605 7.18101 5.77223 2.93459 7.97657 6.70895 8.18276 8.14140 4.33413 2.41043 0.58344 0.22953 8.98966 8.52259 1.03588 4.27235 1.87156 8.56939 8.47008 3.91731 4.90270 2.66533 8.98676 3.98145 5.27680 4.41371 3.81647 7.54661 6.35326 5.10723 2.51324 8.22214 5.60571 6.17284 0.10977 0.41501 1.77193 7.40311 8.46405 0.79702 6.19209 4.18220 2.97615 1.92340 2.52156 6.62957 0.81987 1.81816 1.67611 4.67771 8.66833 3.15636 7.24951 6.29758 5.17408 8.08856 2.00610 7.53083 8.18547 8.37003 3.06463 8.67191 7.99824 3.61894 1.49093 2.04804 7.56199 2.73564 0.50577 2.87605 8.14294 1.21231 5.17492 0.60995 3.12510 4.59754 7.82339 3.88672 0.22110 8.59629 2.19186 8.00932 2.88859 3.34038 4.10349 1.80546 4.59422 8.61437 1.61982 2.93703 3.64598 5.47080 5.82001
0.47271 3.38813 3.00536 6.92763 4.21094 4.84523 6.32644 8.44630 1.95634 6.61966 7.99379 7.89533 2.41269 8.28302 5.08622 2.46756 7.26561 4.63738 7.51766 5.97750 3.54031 1.88493 7.12839 5.80092 5.67660 6.44896 7.85311 7.52469 7.17388 8.35768 0.92327 6.25051 0.21592 1.54361 5.62041 1.27185 6.81329 7.97552 7.03062 6.20526 7.21603 4.85135 1.21301 3.97649 3.64315 2.85603 3.91302 0.68944 2.54481 2.98667 3.43941 4.70390 7.49717 3.86954 8.53762 7.98921 7.24108 2.60623 0.79074 2.61931 3.25626 5.64457 7.48471 3.97228 6.82836 5.02582 6.13161 0.01708 2.27586 4.19957 7.90921 4.09974 6.95271 7.54000 3.57099 1.39587 3.15542 6.79814 6.87881 0.24453 8.25481 8.29621 3.45475 4.12484 1.77030 6.34442 8.07059 2.61451 5.02371 6.79711 5.84294 1.48193 2.20594 6.49424 3.72792 0.32689 0.52188 0.54216 8.70236 4.06657
2.54259 5.64943 3.19623 1.54844 3.00275 1.00954 8.95726 8.82468 6.64282 3.53435 8.10378 5.29775 3.27176 4.87962 8.46127 0.80700 5.29116 4.97226 8.26044 0.39191 6.55529 1.81629 4.03179 2.88732 5.88052 0.72324 5.47151 5.61955 1.91691 2.72099 4.42305 7.03999 0.67185 2.07937 5.81352 1.25428 6.39651 2.27665 0.07578 2.97472 1.78255 7.72415 7.22711 2.52317 2.94556 8.73226 8.23114 6.52107 2.59398 6.86349 6.91607 7.86441 1.91055 6.83158 1.41271 7.52493 4.18898 8.37369 7.26536 1.77359 3.45301 1.62867 3.74060 7.04988 6.08756 7.74817 7.01287 5.03882 1.82002 0.32192 3.00497 0.86398 7.82236 2.55815 1.51563 2.96054 8.64569 2.72081 0.90061 4.64725 7.98225 6.93060 3.62786 2.95526 1.06996 2.46200 0.71694 7.34593 6.60222 7.04872 6.22608 0.09738 3.37046 4.58595 7.47472 5.93916 4.33640 7.50691 6.07071 4.98194
0.74684 5.41008 4.53495 3.87517 5.49382 4.23288 3.17411 0.42893 2.88044 4.59209 1.76686 5.52090 3.90972 0.04101 5.47724 5.16891 4.62465 8.79166 4.47980 3.24165 0.92564 6.95423 0.81545 2.35641 8.98819 4.61987 6.89059 8.68092 4.80633 3.76712 7.20307 3.80139 8.08751 0.53022 1.94798 8.48601 2.90959 7.17371 5.88804 3.44551 1.41246 0.15557 2.30061 7.63285 5.82354 1.80910 6.55169 7.96051 4.95374 1.04901 2.55509 5.45770 4.44942 6.22854 3.03329 8.28736 1.52109 6.86690 6.95117 4.92589 5.25200 5.63061 0.49190 6.46748 7.97408 4.78119 3.62103 7.78433 2.37767 1.49293 1.89179 3.82747 3.48154 0.51791 2.23770 0.61056 1.37459 8.25893 6.42784 3.75929 5.74100 3.02163 6.86208 7.80727 8.88498 2.52911 3.70024 6.90118 2.83496 7.51601 6.39156 2.04036 0.31617 4.47382 7.63173 8.03545 3.98890 8.38363 3.99333 5.82390
3.75615 0.78637 6.80235 6.46548 0.71273 2.37567 4.14743 7.94119 7.92876 1.52683 4.53535 3.31442 4.21251 6.23100 0.38794 0.13696 2.78642 2.55192 4.67150 8.26957 2.92538 5.67598 5.69284 3.24487 0.80301 2.81866 2.85090 5.00657 0.58954 6.19009 0.87453 7.58428 0.18728 1.00425 4.69449 8.81012 7.02556 6.49505 8.90803 0.09616 2.68328 2.21343 6.39821 2.14647 3.12838 3.42567 2.43146 6.73930 3.13953 3.00737 0.52909 8.32114 0.11702 2.84602 5.90601 0.53247 8.95306 8.96964 5.83565 1.40721 3.60697 0.99078 5.05946 8.69451 2.32797 3.95534 0.59360 2.66397 0.68129 3.80833 5.95715 6.20716 7.25449 8.49340 2.89701 2.16349 3.51902 1.88783 1.03326 0.57975 4.53580 6.19855 4.09244 2.26722 6.08366 1.08437 2.59348 5.48790 3.32716 1.51028 0.60348 0.33096 6.43531 7.69530 0.71247 1.02446 2.24446 5.81356 5.15438 5.08353
2.16283 0.28619 8.79295 6.74566 0.19861 0.66159 6.98216 5.67343 4.70295 6.89547 4.56901 4.82427 2.65622 3.78600 1.12858 5.97517 0.70704 2.04428 7.96616 5.02667 5.66280 2.53812 6.80349 8.24344 7.10863 0.43486 6.13286 3.82014 6.42539 2.65433 3.44107 2.38005 6.92815 6.10077 2.27317 8.91251 5.93307 7.99567 3.20659 8.81511 8.10574 2.53875 1.13084 6.40107 1.90034 4.39534 6.62410 7.57679 0.59991 3.84343 3.93051 1.79850 1.57504 0.44831 1.57901 2.35979 6.55590 4.18218 4.71346 3.02669 2.45588 2.43694 4.08428 0.85252 8.62161 2.86129 8.77287 2.00000 3.46113 6.39917 3.18416 3.95564 8.05691 5.94045 1.84361 3.51925 0.86774 0.02384 6.20164 2.28673 8.78975 5.40769 1.74377 1.70163 7.99829 2.36266 4.94373 1.43964 3.97633 3.85168 1.98778 1.05921 6.03844 0.65831 7.27683 5.82031 2.96460 8.67479 3.93782 3.64870
0.08003 7.58302 8.90949 8.80993 7.70219 3.16046 5.35226 5.30029 0.72643 6.20124 8.49384 8.70309 6.72795 0.36537 6.09827 1.71169 7.47358 3.85539 3.03032 3.89206 2.86221 3.36145 6.16593 4.89481 8.53658 6.19220 8.59686 7.91158 0.59693 6.76901 4.54749 6.68608 3.07469 3.53468 5.17631 0.21452 4.68730 3.14164 4.43169 0.68202 4.74994 1.47000 0.62937 0.91730 4.34218 1.86022 3.78819 0.84230 4.35360 7.91786 6.34373 3.07066 8.70941 0.53145 8.86913 0.34215 5.34503 5.05766 2.47196 5.33995 4.17720 8.97806 0.01639 0.90516 6.85733 2.46767 4.08418 4.34357 1.40838 2.50903 0.71922 2.26435 0.45590 8.92361 2.34957 8.55637 2.26520 6.33696 4.03514 8.87588 0.13605 0.08708 0.32003 4.74955 5.39604 2.10382 5.41757 2.34650 3.44585 2.84181 8.58154 6.27034 1.17666 5.19886 5.29212 0.53901 7.85065 7.25038 2.06788 8.97158
8.53142 5.05461 3.72966 3.20829 3.32204 5.74219 7.93540 5.65189 4.85534 4.15098 7.26467 5.91332 6.62064 3.15038 7.17400 1.95714 3.82281 4.62072 4.64169 5.69510 6.31263 7.10893 3.03255 8.40261 5.90430 6.97996 8.36861 3.59074 8.03077 0.32832 5.41244 1.15109 0.03083 0.85396 6.29675 4.21635 3.27436 7.15218 5.77592 8.50139 3.79857 3.51315 2.31690 8.33738 4.60371 2.42995 7.88493 0.62466 8.64968 7.28166 8.18063 2.76842 6.40574 8.56078 4.50369 4.80297 2.43148 3.59963 0.81469 0.24924 2.32219 5.36943 3.96077 4.88842 4.63000 1.31208 8.98623 3.12792 6.81920 1.66923 7.62621 5.40856 2.04589 4.60848 7.03769 8.16074 1.62104 5.04063 3.17680 1.47706 7.72762 6.97417 0.72574 0.85229 0.94179 2.00015 2.42129 3.54062 3.14795 7.23287 8.14535 4.25831 1.94871 2.07918 4.24890 5.69712 8.17164 5.40700 7.41318 1.55550
